1.
								
Item: Dualtron Eagle	cost:$355,80	Link: https://es.wallapop.com/item/patinete-electrico-dualtron-1226886189	Information:Electric scooter

2.
Item: Dual ubox Aluminum Lite controller 100V 100Ax2 based on VESC	Cost:$201,00	Link:https://spintend.com/products/dual-ubox-aluminum-controller-100v-100a-based-on-vesc?variant=44641129726104		Informtion: Controller


3.
Item: Plug and Play Simple Display for VESC controller	Cost: $39,00	Link: https://spintend.com/products/plug-and-play-simple-display-for-vesc-controller?variant=47662444216472	 Information: Display


4.
Item: Escooter throttle for quick installation compatible for left and right hand	Cost: $15,00	Link: https://spintend.com/products/ebike-throttle-escooter-throttle-for-quick-installation-compatible-for-left-and-right-hand?variant=45287629095064	Information: Throttle
